1625772024.7125978,2.0,30.0259,0,31.0
1625772025.2484016,2.0,30.0759,0,31.0
1625772025.8487685,2.0,30.0134,0,31.0
1625772026.2573075,2.0,30.0134,0,31.0
1625772026.785807,2.0,29.9884,0,31.0
1625772027.2955709,2.0,30.0259,0,31.0
1625772027.8321426,2.0,30.0634,0,31.0
1625772028.3406057,2.0,30.0509,0,31.0
1625772028.8687825,2.0,30.0259,0,31.0
1625772029.3785086,2.0,30.0509,0,31.0
1625772029.9085624,2.0,30.0384,0,31.0
1625772030.418169,2.0,30.0759,0,31.0
1625772030.9475813,2.0,30.1134,0,31.0
1625772031.5498087,2.0,30.0259,0,31.0
1625772031.9628196,2.0,29.9009,0,31.0
1625772032.4904091,2.0,30.0259,0,31.0
1625772033.000745,2.0,30.0384,0,31.0
1625772033.529623,2.0,30.0384,0,31.0
1625772034.0442774,2.0,30.1259,0,31.0
1625772034.5736675,2.0,30.0134,0,31.0
1625772035.0899568,2.0,30.0259,0,31.0
1625772035.6250226,2.0,30.1134,0,31.0
1625772036.136087,2.0,30.0509,0,31.0
1625772036.6695483,2.0,30.0384,0,31.0
1625772037.2704482,2.0,30.0134,0,31.0
1625772037.6852715,2.0,29.9259,0,31.0
1625772038.2137244,2.0,30.0509,0,31.0
1625772038.724519,2.0,30.0634,0,31.0
1625772039.2530243,2.0,30.0384,0,31.0
1625772039.763457,2.0,30.0384,0,31.0
1625772040.2970068,2.0,30.0384,0,31.0
1625772040.807049,2.0,30.0509,0,31.0
1625772041.33606,2.0,30.0634,0,31.0
1625772041.845533,2.0,30.0259,0,31.0
1625772042.380807,2.0,30.1134,0,31.0
1625772042.980477,2.0,30.0259,0,31.0
1625772043.394377,2.0,30.0384,0,31.0
1625772043.9233837,2.0,30.0634,0,31.0
1625772044.4328275,2.0,30.1634,0,31.0
1625772044.9619246,2.0,30.0384,0,31.0
1625772045.4721498,2.0,30.0384,0,31.0
1625772046.0009665,2.0,30.1259,0,31.0
1625772046.5113552,2.0,30.0634,0,31.0
1625772047.0400026,2.0,30.0509,0,31.0
1625772047.550569,2.0,30.0759,0,31.0
1625772048.0794163,2.0,30.0509,0,31.0
1625772048.6822994,2.0,30.0509,0,31.0
1625772049.0900083,2.0,30.0759,0,31.0
1625772049.6189601,2.0,30.1009,0,31.0
1625772050.1290984,2.0,30.1009,0,31.0
1625772050.6575055,2.0,30.0759,0,31.0
1625772051.1729865,2.0,30.0884,0,31.0
1625772051.702795,2.0,30.1134,0,31.0
1625772052.21299,2.0,30.0759,0,31.0
1625772052.741239,2.0,30.1634,0,31.0
1625772053.2575192,2.0,30.0634,0,31.0
1625772053.7865481,2.0,30.1634,0,31.0
1625772054.3886423,2.0,30.0634,0,31.0
1625772054.7977421,2.0,30.1134,0,31.0
1625772055.326941,2.0,30.1384,0,31.0
1625772055.836913,2.0,30.0759,0,31.0
1625772056.3653162,2.0,30.0634,0,31.0
1625772056.8805664,2.0,30.1509,0,31.0
1625772057.4095435,2.0,30.0634,0,31.0
1625772057.9200406,2.0,30.1634,0,31.0
1625772058.4495854,2.0,29.9384,0,31.0
1625772058.9602013,2.0,30.1384,0,31.0
1625772059.488248,2.0,30.1009,0,31.0
1625772060.0912461,2.0,30.1634,0,31.0
1625772060.5040345,2.0,30.0759,0,31.0
1625772061.0347657,2.0,30.1634,0,31.0
1625772061.548411,2.0,30.1009,0,31.0
1625772062.081807,2.0,30.0509,0,31.0
1625772062.5905497,2.0,30.1384,0,31.0
1625772063.120775,2.0,30.0634,0,31.0
1625772063.6306674,2.0,30.1009,0,31.0
1625772064.1594987,2.0,30.0134,0,31.0
1625772064.6687398,2.0,30.0884,0,31.0
1625772065.1972022,2.0,30.1134,0,31.0
1625772065.7998407,2.0,30.1759,0,31.0
1625772066.2132463,2.0,30.1384,0,31.0
1625772066.7484167,2.0,30.1009,0,31.0
1625772067.2587662,2.0,30.1259,0,31.0
1625772067.7942495,2.0,30.1009,0,31.0
1625772068.3108425,2.0,30.0509,0,31.0
1625772068.840391,2.0,30.1509,0,31.0
1625772069.3493576,2.0,30.0509,0,31.0
1625772069.8835347,2.0,30.1384,0,31.0
1625772070.3911211,2.0,30.0884,0,31.0
1625772070.9193041,2.0,30.2259,0,31.0
1625772071.5206127,2.0,30.1009,0,31.0
1625772071.9299257,2.0,30.1259,0,31.0
1625772072.464909,2.0,30.1634,0,31.0
1625772072.9739764,2.0,30.1009,0,31.0
1625772073.5030327,2.0,30.1009,0,31.0
1625772074.014949,2.0,30.1134,0,31.0
1625772074.5441995,2.0,30.1384,0,31.0
1625772075.0521443,2.0,30.1134,0,31.0
1625772075.5790846,2.0,30.0884,0,31.0
1625772076.0891705,2.0,30.1384,0,31.0
1625772076.618871,2.0,30.1634,0,31.0
1625772077.2189624,2.0,30.0634,0,31.0
1625772077.627961,2.0,30.1259,0,31.0
1625772078.156267,2.0,30.1384,0,31.0
1625772078.6718915,2.0,30.1259,0,31.0
1625772079.1990712,2.0,30.1009,0,31.0
1625772079.714398,2.0,30.1134,0,31.0
1625772080.2414522,2.0,30.2259,0,31.0
1625772080.7574458,2.0,30.1384,0,31.0
1625772081.286173,2.0,30.1259,0,31.0
1625772081.8017867,2.0,30.1259,0,31.0
1625772082.3287663,2.0,30.1259,0,31.0
1625772082.9309258,2.0,30.1509,0,31.0
1625772083.345045,2.0,30.1134,0,31.0
1625772083.87445,2.0,30.1509,0,31.0
1625772084.3889942,2.0,30.1509,0,31.0
1625772084.9239078,2.0,30.1009,0,31.0
