1625594318.3018162,2.0,24.3007,0,30
1625594323.5149267,2.0,24.3632,0,30.0
1625594328.3577003,2.0,24.3632,0,30.0
1625594333.2694256,2.0,24.3507,0,30.0
1625594338.390211,2.0,24.3882,0,30.0
1625594343.3054595,2.0,24.3757,0,30.0
1625594348.3996096,2.0,24.5007,0,30.0
1625594353.3119812,2.0,24.4882,0,30.0
1625594358.4369137,2.0,24.4882,0,30.0
1625594363.3469234,2.0,24.6382,0,30.0
1625594368.47671,2.0,24.4882,0,30.0
1625594373.3929987,2.0,24.5632,0,30.0
1625594378.5217912,2.0,24.5632,0,30.0
1625594383.4332325,2.0,24.6507,0,30.0
1625594388.5612223,2.0,24.6507,0,30.0
1625594393.4772854,2.0,24.6382,0,30.0
1625594398.6054072,2.0,24.6757,0,30.0
1625594403.5229113,2.0,24.5257,0,30.0
1625594408.6496637,2.0,24.7257,0,30.0
1625594413.571545,2.0,24.7257,0,30.0
1625594418.7008662,2.0,24.7632,0,30.0
1625594423.6172376,2.0,24.7507,0,30.0
1625594428.7454076,2.0,24.7507,0,30.0
1625594433.6612933,2.0,24.7882,0,30.0
1625594438.7667377,2.0,24.8382,0,30.0
1625594443.6790314,2.0,24.7757,0,30.0
1625594448.7742496,2.0,24.8632,0,30.0
1625594453.6912405,2.0,24.8507,0,30.0
1625594458.82264,2.0,24.8882,0,30.0
1625594463.7400634,2.0,24.9382,0,30.0
1625594468.8627088,2.0,24.9007,0,30.0
1625594473.7837384,2.0,24.9257,0,30.0
1625594478.9057899,2.0,24.9382,0,30.0
1625594483.8709474,2.0,24.9257,0,30.0
1625594488.9885218,2.0,24.9758,0,30.0
1625594493.9047625,2.0,25.0007,0,30.0
1625594499.0331078,2.0,25.0383,0,30.0
1625594503.9496052,2.0,24.9382,0,30.0
1625594509.0788894,2.0,25.0507,0,30.0
1625594513.9876144,2.0,25.0507,0,30.0
1625594519.1149507,2.0,25.0757,0,30.0
1625594524.0335407,2.0,25.1257,0,30.0
1625594529.1589413,2.0,25.1257,0,30.0
1625594534.0620875,2.0,25.1382,0,30.0
1625594556.1856253,2.0,25.2007,0,30
1625594561.3118744,2.0,25.1883,0,30
1625594566.2300642,2.0,25.2132,0,30
1625594571.320882,2.0,25.2257,0,30
